"indicator","total_obs","missing_obs","completeness_rate"
"UIS.CR.1.Q5",17952,17409,3
"UIS.CR.1.WPIA",17952,17409,3
"UIS.EA.4.AG25T99",17952,17409,3
"UIS.EA.4.AG25T99.F",17952,17413,3
"UIS.EA.4.AG25T99.M",17952,17413,3
"UIS.LR.AG15T99.URB.F",17952,17405,3
"UIS.LR.AG15T99.URB.GPIA",17952,17405,3
"UIS.LR.AG15T99.URB.M",17952,17405,3
"UIS.LR.AG25T64.URB",17952,17407,3
"UIS.LR.AG25T64.URB.F",17952,17410,3
"UIS.LR.AG25T64.URB.GPIA",17952,17410,3
"UIS.LR.AG25T64.URB.M",17952,17410,3
"UIS.LR.AG65T99.URB.F",17952,17408,3
"UIS.LR.AG65T99.URB.GPIA",17952,17408,3
"UIS.LR.AG65T99.URB.M",17952,17407,3
"UIS.LR.AG15T24.URB",17952,17398,3.1
"UIS.LR.AG15T24.URB.F",17952,17403,3.1
"UIS.LR.AG15T24.URB.GPIA",17952,17404,3.1
"UIS.LR.AG15T24.URB.M",17952,17404,3.1
"UIS.LR.AG65T99.URB",17952,17402,3.1
"UIS.PTRHC.02.QUALIFIED",17952,17399,3.1
"UIS.QUTP.02",17952,17395,3.1
"UIS.QUTP.2T3.F",17952,17398,3.1
"UIS.QUTP.2T3.GPIA",17952,17398,3.1
"UIS.QUTP.2T3.M",17952,17398,3.1
"UIS.XUNIT.GDPCAP.5T8.FSHH",17952,17402,3.1
"UIS.CR.1.LPIA",17952,17381,3.2
"UIS.CR.1.RUR",17952,17381,3.2
"UIS.XUNIT.GDPCAP.23.FSHH",17952,17372,3.2
"UIS.XUNIT.PPPCONST.5T8.FSHH",17952,17379,3.2
"UIS.CR.1",17952,17354,3.3
"UIS.CR.1.F",17952,17354,3.3
"UIS.CR.1.GPIA",17952,17354,3.3
"UIS.CR.1.M",17952,17354,3.3
"UIS.CR.1.URB",17952,17357,3.3
"UIS.PTRHC.2T3.QUALIFIED",17952,17365,3.3
"UIS.QUTP.2T3",17952,17352,3.3
"UIS.XUNIT.PPPCONST.23.FSHH",17952,17365,3.3
"UIS.SCHBSP.1.WCOMPUT",17952,17337,3.4
"UIS.N.ATTACKS",17952,17323,3.5
"UIS.XSPENDP.56.FDPUB.FNNTS",17952,17320,3.5
"OECD.TSAL.3.ETOP",17952,17315,3.5
"UIS.R.1.G7.M",17952,17313,3.6
"OECD.TSAL.1.E15",17952,17297,3.6
"OECD.TSAL.1.ETOP",17952,17299,3.6
"OECD.TSAL.2.E15",17952,17308,3.6
"OECD.TSAL.2.ETOP",17952,17310,3.6
"OECD.TSAL.3.E15",17952,17314,3.6
"PRJ.ATT.1519.1.FE",17952,17284,3.7
"PRJ.ATT.1519.1.MA",17952,17284,3.7
"PRJ.ATT.1519.1.MF",17952,17284,3.7
"PRJ.ATT.1519.2.FE",17952,17284,3.7
"PRJ.ATT.1519.2.MA",17952,17284,3.7
"PRJ.ATT.1519.2.MF",17952,17284,3.7
"PRJ.ATT.1519.3.FE",17952,17284,3.7
"PRJ.ATT.1519.3.MA",17952,17284,3.7
"PRJ.ATT.1519.3.MF",17952,17284,3.7
"PRJ.ATT.1519.4.FE",17952,17284,3.7
"PRJ.ATT.1519.4.MA",17952,17284,3.7
"PRJ.ATT.1519.4.MF",17952,17284,3.7
"PRJ.ATT.1519.NED.FE",17952,17284,3.7
"PRJ.ATT.1519.NED.MA",17952,17284,3.7
"PRJ.ATT.1519.NED.MF",17952,17284,3.7
"PRJ.ATT.1519.S1.FE",17952,17284,3.7
"PRJ.ATT.1519.S1.MA",17952,17284,3.7
"PRJ.ATT.1519.S1.MF",17952,17284,3.7
"PRJ.ATT.15UP.1.FE",17952,17284,3.7
"PRJ.ATT.15UP.1.MF",17952,17284,3.7
"PRJ.ATT.15UP.2.FE",17952,17284,3.7
"PRJ.ATT.15UP.2.MA",17952,17284,3.7
"PRJ.ATT.15UP.2.MF",17952,17284,3.7
"PRJ.ATT.15UP.3.FE",17952,17284,3.7
"PRJ.ATT.15UP.3.MA",17952,17284,3.7
"PRJ.ATT.15UP.3.MF",17952,17284,3.7
"PRJ.ATT.15UP.4.FE",17952,17284,3.7
"PRJ.ATT.15UP.4.MA",17952,17284,3.7
"PRJ.ATT.15UP.4.MF",17952,17284,3.7
"PRJ.ATT.15UP.NED.FE",17952,17284,3.7
"PRJ.ATT.15UP.NED.MA",17952,17284,3.7
"PRJ.ATT.15UP.NED.MF",17952,17284,3.7
"PRJ.ATT.15UP.S1.FE",17952,17284,3.7
"PRJ.ATT.15UP.S1.MA",17952,17284,3.7
"PRJ.ATT.15UP.S1.MF",17952,17284,3.7
"PRJ.ATT.2024.1.FE",17952,17284,3.7
"PRJ.ATT.2024.1.MA",17952,17284,3.7
"PRJ.ATT.2024.1.MF",17952,17284,3.7
"PRJ.ATT.2024.2.FE",17952,17284,3.7
"PRJ.ATT.2024.2.MA",17952,17284,3.7
"PRJ.ATT.2024.2.MF",17952,17284,3.7
"PRJ.ATT.2024.3.FE",17952,17284,3.7
"PRJ.ATT.2024.3.MA",17952,17284,3.7
"PRJ.ATT.2024.3.MF",17952,17284,3.7
"PRJ.ATT.2024.4.FE",17952,17284,3.7
"PRJ.ATT.2024.4.MA",17952,17284,3.7
"PRJ.ATT.2024.4.MF",17952,17284,3.7
"PRJ.ATT.2024.NED.FE",17952,17284,3.7
"PRJ.ATT.2024.NED.MA",17952,17284,3.7
"PRJ.ATT.2024.NED.MF",17952,17284,3.7
"PRJ.ATT.2024.S1.FE",17952,17284,3.7
"PRJ.ATT.2024.S1.MA",17952,17284,3.7
"PRJ.ATT.2024.S1.MF",17952,17284,3.7
"PRJ.ATT.2039.1.FE",17952,17284,3.7
"PRJ.ATT.2039.1.MA",17952,17284,3.7
"PRJ.ATT.2039.1.MF",17952,17284,3.7
"PRJ.ATT.2039.2.FE",17952,17284,3.7
"PRJ.ATT.2039.2.MA",17952,17284,3.7
"PRJ.ATT.2039.2.MF",17952,17284,3.7
"PRJ.ATT.2039.3.FE",17952,17284,3.7
"PRJ.ATT.2039.3.MA",17952,17284,3.7
"PRJ.ATT.2039.3.MF",17952,17284,3.7
"PRJ.ATT.2039.4.FE",17952,17284,3.7
"PRJ.ATT.2039.4.MA",17952,17284,3.7
"PRJ.ATT.2039.4.MF",17952,17284,3.7
"PRJ.ATT.2039.NED.FE",17952,17284,3.7
"PRJ.ATT.2039.NED.MA",17952,17284,3.7
"PRJ.ATT.2039.NED.MF",17952,17284,3.7
"PRJ.ATT.2039.S1.FE",17952,17284,3.7
"PRJ.ATT.2039.S1.MA",17952,17284,3.7
"PRJ.ATT.2039.S1.MF",17952,17284,3.7
"PRJ.ATT.2064.1.MA",17952,17284,3.7
"PRJ.ATT.2064.1.MF",17952,17284,3.7
"PRJ.ATT.2064.2.FE",17952,17284,3.7
"PRJ.ATT.2064.2.MA",17952,17284,3.7
"PRJ.ATT.2064.2.MF",17952,17284,3.7
"PRJ.ATT.2064.3.FE",17952,17284,3.7
"PRJ.ATT.2064.3.MA",17952,17284,3.7
"PRJ.ATT.2064.4.FE",17952,17284,3.7
"PRJ.ATT.2064.4.MA",17952,17284,3.7
"PRJ.ATT.2064.4.MF",17952,17284,3.7
"PRJ.ATT.2064.NED.FE",17952,17284,3.7
"PRJ.ATT.2064.NED.MA",17952,17284,3.7
"PRJ.ATT.2064.NED.MF",17952,17284,3.7
"PRJ.ATT.2064.S1.FE",17952,17284,3.7
"PRJ.ATT.2064.S1.MA",17952,17284,3.7
"PRJ.ATT.2064.S1.MF",17952,17284,3.7
"PRJ.ATT.2529.1.FE",17952,17284,3.7
"PRJ.ATT.2529.1.MA",17952,17284,3.7
"PRJ.ATT.2529.1.MF",17952,17284,3.7
"PRJ.ATT.2529.2.FE",17952,17284,3.7
"PRJ.ATT.2529.2.MA",17952,17284,3.7
"PRJ.ATT.2529.2.MF",17952,17284,3.7
"PRJ.ATT.2529.3.FE",17952,17284,3.7
"PRJ.ATT.2529.3.MA",17952,17284,3.7
"PRJ.ATT.2529.3.MF",17952,17284,3.7
"PRJ.ATT.2529.4.FE",17952,17284,3.7
"PRJ.ATT.2529.4.MA",17952,17284,3.7
"PRJ.ATT.2529.4.MF",17952,17284,3.7
"PRJ.ATT.2529.NED.FE",17952,17284,3.7
"PRJ.ATT.2529.NED.MA",17952,17284,3.7
"PRJ.ATT.2529.NED.MF",17952,17284,3.7
"PRJ.ATT.2529.S1.FE",17952,17284,3.7
"PRJ.ATT.2529.S1.MA",17952,17284,3.7
"PRJ.ATT.2529.S1.MF",17952,17284,3.7
"PRJ.ATT.25UP.1.FE",17952,17284,3.7
"PRJ.ATT.25UP.1.MA",17952,17284,3.7
"PRJ.ATT.25UP.1.MF",17952,17284,3.7
"PRJ.ATT.25UP.2.FE",17952,17284,3.7
"PRJ.ATT.25UP.2.MA",17952,17284,3.7
"PRJ.ATT.25UP.2.MF",17952,17284,3.7
"PRJ.ATT.25UP.3.FE",17952,17284,3.7
"PRJ.ATT.25UP.3.MA",17952,17284,3.7
"PRJ.ATT.25UP.3.MF",17952,17284,3.7
"PRJ.ATT.25UP.4.FE",17952,17284,3.7
"PRJ.ATT.25UP.4.MA",17952,17284,3.7
"PRJ.ATT.25UP.4.MF",17952,17284,3.7
"PRJ.ATT.25UP.NED.FE",17952,17284,3.7
"PRJ.ATT.25UP.NED.MA",17952,17284,3.7
"PRJ.ATT.25UP.NED.MF",17952,17284,3.7
"PRJ.ATT.25UP.S1.FE",17952,17284,3.7
"PRJ.ATT.25UP.S1.MA",17952,17284,3.7
"PRJ.ATT.25UP.S1.MF",17952,17284,3.7
"PRJ.ATT.4064.1.FE",17952,17284,3.7
"PRJ.ATT.4064.1.MA",17952,17284,3.7
"PRJ.ATT.4064.1.MF",17952,17284,3.7
"PRJ.ATT.4064.2.FE",17952,17284,3.7
"PRJ.ATT.4064.2.MA",17952,17284,3.7
"PRJ.ATT.4064.2.MF",17952,17284,3.7
"PRJ.ATT.4064.3.FE",17952,17284,3.7
"PRJ.ATT.4064.3.MA",17952,17284,3.7
"PRJ.ATT.4064.3.MF",17952,17284,3.7
"PRJ.ATT.4064.4.FE",17952,17284,3.7
"PRJ.ATT.4064.4.MA",17952,17284,3.7
"PRJ.ATT.4064.4.MF",17952,17284,3.7
"PRJ.ATT.4064.NED.FE",17952,17284,3.7
"PRJ.ATT.4064.NED.MA",17952,17284,3.7
"PRJ.ATT.4064.NED.MF",17952,17284,3.7
"PRJ.ATT.4064.S1.FE",17952,17284,3.7
"PRJ.ATT.4064.S1.MA",17952,17284,3.7
"PRJ.ATT.4064.S1.MF",17952,17284,3.7
"PRJ.ATT.60UP.1.FE",17952,17284,3.7
"PRJ.ATT.60UP.1.MA",17952,17284,3.7
"PRJ.ATT.60UP.1.MF",17952,17284,3.7
"PRJ.ATT.60UP.2.FE",17952,17284,3.7
"PRJ.ATT.60UP.2.MA",17952,17284,3.7
"PRJ.ATT.60UP.2.MF",17952,17284,3.7
"PRJ.ATT.60UP.3.FE",17952,17284,3.7
"PRJ.ATT.60UP.3.MA",17952,17284,3.7
"PRJ.ATT.60UP.3.MF",17952,17284,3.7
"PRJ.ATT.60UP.4.FE",17952,17284,3.7
"PRJ.ATT.60UP.4.MA",17952,17284,3.7
"PRJ.ATT.60UP.4.MF",17952,17284,3.7
"PRJ.ATT.60UP.NED.FE",17952,17284,3.7
"PRJ.ATT.60UP.NED.MA",17952,17284,3.7
"PRJ.ATT.60UP.NED.MF",17952,17284,3.7
"PRJ.ATT.60UP.S1.FE",17952,17284,3.7
"PRJ.ATT.60UP.S1.MA",17952,17284,3.7
"PRJ.ATT.60UP.S1.MF",17952,17284,3.7
"PRJ.ATT.80UP.1.FE",17952,17284,3.7
"PRJ.ATT.80UP.1.MA",17952,17284,3.7
"PRJ.ATT.80UP.1.MF",17952,17284,3.7
"PRJ.ATT.80UP.2.FE",17952,17284,3.7
"PRJ.ATT.80UP.2.MA",17952,17284,3.7
"PRJ.ATT.80UP.2.MF",17952,17284,3.7
"PRJ.ATT.80UP.3.FE",17952,17284,3.7
"PRJ.ATT.80UP.3.MA",17952,17284,3.7
"PRJ.ATT.80UP.3.MF",17952,17284,3.7
"PRJ.ATT.80UP.4.FE",17952,17284,3.7
"PRJ.ATT.80UP.4.MA",17952,17284,3.7
"PRJ.ATT.80UP.4.MF",17952,17284,3.7
"PRJ.ATT.80UP.NED.FE",17952,17284,3.7
"PRJ.ATT.80UP.NED.MA",17952,17284,3.7
"PRJ.ATT.80UP.NED.MF",17952,17284,3.7
"PRJ.ATT.80UP.S1.FE",17952,17284,3.7
"PRJ.ATT.80UP.S1.MA",17952,17284,3.7
"PRJ.ATT.80UP.S1.MF",17952,17284,3.7
"PRJ.ATT.ALL.1.FE",17952,17284,3.7
"PRJ.ATT.ALL.1.MA",17952,17284,3.7
"PRJ.ATT.ALL.1.MF",17952,17284,3.7
"PRJ.ATT.ALL.2.FE",17952,17284,3.7
"PRJ.ATT.ALL.2.MA",17952,17284,3.7
"PRJ.ATT.ALL.2.MF",17952,17284,3.7
"PRJ.ATT.ALL.3.FE",17952,17284,3.7
"PRJ.ATT.ALL.3.MA",17952,17284,3.7
"PRJ.ATT.ALL.3.MF",17952,17284,3.7
"PRJ.ATT.ALL.4.FE",17952,17284,3.7
"PRJ.ATT.ALL.4.MA",17952,17284,3.7
"PRJ.ATT.ALL.4.MF",17952,17284,3.7
"PRJ.ATT.ALL.NED.FE",17952,17284,3.7
"PRJ.ATT.ALL.NED.MA",17952,17284,3.7
"PRJ.ATT.ALL.NED.MF",17952,17284,3.7
"PRJ.ATT.ALL.S1.FE",17952,17284,3.7
"PRJ.ATT.ALL.S1.MA",17952,17284,3.7
"PRJ.ATT.ALL.S1.MF",17952,17288,3.7
"PRJ.MYS.0T19.FE",17952,17284,3.7
"PRJ.MYS.0T19.MA",17952,17284,3.7
"PRJ.MYS.0T19.MF",17952,17284,3.7
"PRJ.MYS.1519.FE",17952,17284,3.7
"PRJ.MYS.1519.MA",17952,17284,3.7
"PRJ.MYS.1519.MF",17952,17284,3.7
"PRJ.MYS.15UP.FE",17952,17284,3.7
"PRJ.MYS.15UP.GPI",17952,17284,3.7
"PRJ.MYS.15UP.MA",17952,17284,3.7
"PRJ.MYS.15UP.MF",17952,17284,3.7
"PRJ.MYS.2024.FE",17952,17284,3.7
"PRJ.MYS.2024.MA",17952,17284,3.7
"PRJ.MYS.2024.MF",17952,17284,3.7
"PRJ.MYS.2039.FE",17952,17284,3.7
"PRJ.MYS.2039.MA",17952,17284,3.7
"PRJ.MYS.2039.MF",17952,17284,3.7
"PRJ.MYS.2064.FE",17952,17284,3.7
"PRJ.MYS.2064.MA",17952,17284,3.7
"PRJ.MYS.2064.MF",17952,17284,3.7
"PRJ.MYS.2529.FE",17952,17284,3.7
"PRJ.MYS.2529.MA",17952,17284,3.7
"PRJ.MYS.2529.MF",17952,17284,3.7
"PRJ.MYS.25UP.FE",17952,17284,3.7
"PRJ.MYS.25UP.MA",17952,17284,3.7
"PRJ.MYS.25UP.MF",17952,17284,3.7
"PRJ.MYS.4064.FE",17952,17284,3.7
"PRJ.MYS.4064.MA",17952,17284,3.7
"PRJ.MYS.4064.MF",17952,17284,3.7
"PRJ.MYS.60UP.FE",17952,17284,3.7
"PRJ.MYS.60UP.MA",17952,17284,3.7
"PRJ.MYS.60UP.MF",17952,17284,3.7
"PRJ.MYS.65UP.MA",17952,17284,3.7
"PRJ.MYS.65UP.MF",17952,17284,3.7
"PRJ.MYS.80UP.FE",17952,17284,3.7
"PRJ.MYS.80UP.MA",17952,17284,3.7
"PRJ.MYS.80UP.MF",17952,17284,3.7
"PRJ.POP.1519.1.FE",17952,17284,3.7
"PRJ.POP.1519.1.MA",17952,17284,3.7
"PRJ.POP.1519.1.MF",17952,17284,3.7
"PRJ.POP.1519.2.FE",17952,17284,3.7
"PRJ.POP.1519.2.MA",17952,17284,3.7
"PRJ.POP.1519.2.MF",17952,17284,3.7
"PRJ.POP.1519.3.FE",17952,17284,3.7
"PRJ.POP.1519.3.MA",17952,17284,3.7
"PRJ.POP.1519.3.MF",17952,17284,3.7
"PRJ.POP.1519.4.FE",17952,17284,3.7
"PRJ.POP.1519.4.MA",17952,17284,3.7
"PRJ.POP.1519.4.MF",17952,17284,3.7
"PRJ.POP.1519.NED.MA",17952,17284,3.7
"PRJ.POP.1519.NED.MF",17952,17284,3.7
"PRJ.POP.1519.S1.FE",17952,17284,3.7
"PRJ.POP.1519.S1.MA",17952,17284,3.7
"PRJ.POP.1519.S1.MF",17952,17284,3.7
"PRJ.POP.2024.1.FE",17952,17284,3.7
"PRJ.POP.2024.1.MA",17952,17284,3.7
"PRJ.POP.2024.1.MF",17952,17284,3.7
"PRJ.POP.2024.2.FE",17952,17284,3.7
"PRJ.POP.2024.2.MA",17952,17284,3.7
"PRJ.POP.2024.2.MF",17952,17284,3.7
"PRJ.POP.2024.3.FE",17952,17284,3.7
"PRJ.POP.2024.3.MA",17952,17284,3.7
"PRJ.POP.2024.3.MF",17952,17284,3.7
"PRJ.POP.2024.4.FE",17952,17284,3.7
"PRJ.POP.2024.4.MA",17952,17284,3.7
"PRJ.POP.2024.4.MF",17952,17284,3.7
"PRJ.POP.2024.NED.FE",17952,17284,3.7
"PRJ.POP.2024.NED.MA",17952,17284,3.7
"PRJ.POP.2024.NED.MF",17952,17284,3.7
"PRJ.POP.2024.S1.FE",17952,17284,3.7
"PRJ.POP.2024.S1.MA",17952,17284,3.7
"PRJ.POP.2024.S1.MF",17952,17284,3.7
"PRJ.POP.2529.1.FE",17952,17284,3.7
"PRJ.POP.2529.1.MA",17952,17284,3.7
"PRJ.POP.2529.1.MF",17952,17284,3.7
"PRJ.POP.2529.2.FE",17952,17284,3.7
"PRJ.POP.2529.2.MA",17952,17284,3.7
"PRJ.POP.2529.2.MF",17952,17284,3.7
"PRJ.POP.2529.3.FE",17952,17284,3.7
"PRJ.POP.2529.3.MA",17952,17284,3.7
"PRJ.POP.2529.3.MF",17952,17284,3.7
"PRJ.POP.2529.4.FE",17952,17284,3.7
"PRJ.POP.2529.4.MA",17952,17284,3.7
"PRJ.POP.2529.4.MF",17952,17284,3.7
"PRJ.POP.2529.NED.FE",17952,17284,3.7
"PRJ.POP.2529.NED.MA",17952,17284,3.7
"PRJ.POP.2529.NED.MF",17952,17284,3.7
"PRJ.POP.2529.S1.FE",17952,17284,3.7
"PRJ.POP.2529.S1.MA",17952,17284,3.7
"PRJ.POP.2529.S1.MF",17952,17284,3.7
"PRJ.POP.ALL.1.FE",17952,17284,3.7
"PRJ.POP.ALL.1.MA",17952,17284,3.7
"PRJ.POP.ALL.1.MF",17952,17284,3.7
"PRJ.POP.ALL.2.FE",17952,17284,3.7
"PRJ.POP.ALL.2.MA",17952,17284,3.7
"PRJ.POP.ALL.2.MF",17952,17284,3.7
"PRJ.POP.ALL.3.FE",17952,17284,3.7
"PRJ.POP.ALL.3.MA",17952,17284,3.7
"PRJ.POP.ALL.3.MF",17952,17284,3.7
"PRJ.POP.ALL.4.FE",17952,17284,3.7
"PRJ.POP.ALL.4.MF",17952,17284,3.7
"PRJ.POP.ALL.NED.MA",17952,17284,3.7
"PRJ.POP.ALL.NED.MF",17952,17284,3.7
"PRJ.POP.ALL.S1.FE",17952,17284,3.7
"PRJ.POP.ALL.S1.MA",17952,17284,3.7
"PRJ.POP.ALL.S1.MF",17952,17284,3.7
"UIS.CR.2.Q1",17952,17291,3.7
"UIS.CR.2.Q2",17952,17291,3.7
"UIS.CR.2.Q3",17952,17291,3.7
"UIS.CR.2.Q4",17952,17291,3.7
"UIS.CR.2.Q5",17952,17291,3.7
"UIS.CR.2.WPIA",17952,17291,3.7
"UIS.CR.3.LPIA",17952,17280,3.7
"UIS.CR.3.Q2",17952,17296,3.7
"UIS.CR.3.Q3",17952,17296,3.7
"UIS.CR.3.Q4",17952,17296,3.7
"UIS.CR.3.Q5",17952,17296,3.7
"UIS.CR.3.RUR",17952,17280,3.7
"UIS.CR.3.WPIA",17952,17296,3.7
"UIS.GTVP.4.GPV",17952,17295,3.7
"UIS.R.1.G7.F",17952,17293,3.7
"UIS.SCHBSP.1.WTOILA",17952,17286,3.7
"UIS.SCHBSP.2.WINTERN",17952,17291,3.7
"UIS.SCHBSP.3.WINTERN",17952,17293,3.7
"UIS.SCHBSP.3.WTOILA",17952,17289,3.7
"UIS.XSPENDP.4.FDPUB.FNNONS",17952,17293,3.7
"UIS.XSPENDP.4.FDPUB.FNS",17952,17293,3.7
"UIS.XUNIT.GDPCAP.1.FSHH",17952,17291,3.7
"UIS.XUNIT.PPPCONST.1.FSHH",17952,17288,3.7
"OECD.TSAL.2.E0",17952,17289,3.7
"OECD.TSAL.3.E0",17952,17295,3.7
"UIS.CR.2.LPIA",17952,17275,3.8
"UIS.CR.2.RUR",17952,17275,3.8
"UIS.EA.UK.AG25T99.F",17952,17262,3.8
"UIS.EA.UK.AG25T99.M",17952,17266,3.8
"UIS.R.1.G7",17952,17261,3.8
"UIS.SCHBSP.1.WWASH",17952,17273,3.8
"UIS.SCHBSP.3.WCOMPUT",17952,17268,3.8
"UIS.TRTP.3.GPIA",17952,17272,3.8
"UIS.XSPENDP.56.FDPUB.FNTS",17952,17266,3.8
"OECD.TSAL.1.E0",17952,17278,3.8
"UIS.CR.2.URB",17952,17248,3.9
"UIS.CR.3.URB",17952,17253,3.9
"UIS.EA.UK.AG25T99",17952,17254,3.9
"UIS.QUTP.1.F",17952,17243,3.9
"UIS.QUTP.1.GPIA",17952,17243,3.9
"UIS.QUTP.1.M",17952,17243,3.9
"UIS.SCHBSP.2.WCOMPUT",17952,17257,3.9
"UIS.TRTP.3.F",17952,17255,3.9
"UIS.TRTP.3.M",17952,17256,3.9
"UIS.XSPENDP.FDPUB.FNNTS",17952,17255,3.9
"UIS.CR.2",17952,17236,4
"UIS.CR.2.F",17952,17236,4
"UIS.CR.2.GPIA",17952,17236,4
"UIS.CR.2.M",17952,17236,4
"UIS.CR.3",17952,17241,4
"UIS.CR.3.F",17952,17241,4
"UIS.CR.3.GPIA",17952,17241,4
"UIS.CR.3.M",17952,17241,4
"UIS.SCHBSP.1.WWATA",17952,17234,4
"UIS.SCHBSP.2.WTOILA",17952,17233,4
"UIS.SCHBSP.3.WWASH",17952,17227,4
"UIS.XSPENDP.02.FDPUB.FNNTS",17952,17239,4
"UIS.XSPENDP.FDPUB.FNTS",17952,17227,4
"UIS.SCHBSP.3.WWATA",17952,17218,4.1
"UIS.T.5.F",17952,17208,4.1
"UIS.T.5.M",17952,17224,4.1
"UIS.XSPENDP.2.FDPUB.FNNTS",17952,17208,4.1
"UIS.XSPENDP.3.FDPUB.FNNTS",17952,17214,4.1
"UIS.XSPENDP.4.FDPUB.FNCUR",17952,17221,4.1
"UIS.FTP.4",17952,17203,4.2
"UIS.PTRHC.1.QUALIFIED",17952,17201,4.2
"UIS.QUTP.1",17952,17204,4.2
"UIS.SCHBSP.2.WWASH",17952,17204,4.2
"UIS.PTRHC.3.TRAINED",17952,17173,4.3
"UIS.SCHBSP.2.WWATA",17952,17175,4.3
"UIS.TRTP.3",17952,17182,4.3
"UIS.XSPENDP.2.FDPUB.FNTS",17952,17186,4.3
"UIS.XSPENDP.3.FDPUB.FNTS",17952,17185,4.3
"UIS.XSPENDP.4.FDPUB.FNCAP",17952,17172,4.3
"UIS.T.4.M",17952,17156,4.4
"UIS.XSPENDP.02.FDPUB.FNTS",17952,17168,4.4
"UIS.T.5",17952,17145,4.5
"UIS.T.4.F",17952,17121,4.6
"UIS.TRTP.2.GPIA",17952,17119,4.6
"UIS.ASTAFF.6T8.F",17952,17100,4.7
"UIS.ASTAFF.6T8.M",17952,17108,4.7
"UIS.TRTP.2.F",17952,17100,4.7
"UIS.TRTP.2.M",17952,17100,4.7
"UIS.R.2.GPV.GUK",17952,17093,4.8
"UIS.R.2.GPV.GUK.F",17952,17095,4.8
"UIS.R.2.GPV.GUK.M",17952,17096,4.8
"UIS.T.4",17952,17094,4.8
"UIS.XSPENDP.1.FDPUB.FNNTS",17952,17088,4.8
"UIS.XSPENDP.23.FDPUB.FNNTS",17952,17091,4.8
"UIS.EA.S1.AG25T99.F",17952,17058,5
"UIS.EA.S1.AG25T99.M",17952,17059,5
"UIS.XSPENDP.23.FDPUB.FNTS",17952,17053,5
"UIS.EA.1T6.AG25T99",17952,17030,5.1
"UIS.EA.1T6.AG25T99.F",17952,17036,5.1
"UIS.EA.1T6.AG25T99.M",17952,17036,5.1
"UIS.EA.S1.AG25T99",17952,17044,5.1
"UIS.TRTP.2",17952,17033,5.1
"UIS.XSPENDP.1.FDPUB.FNTS",17952,17041,5.1
"UIS.ASTAFF.6T8",17952,17024,5.2
"UIS.EA.1T8.AG25T99.GPIA",17952,17017,5.2
"UIS.EA.5T8.AG25T99",17952,17019,5.2
"UIS.EA.5T8.AG25T99.F",17952,17023,5.2
"UIS.EA.5T8.AG25T99.GPIA",17952,17022,5.2
"UIS.EA.5T8.AG25T99.M",17952,17023,5.2
"UIS.PTRHC.2.TRAINED",17952,17021,5.2
"UIS.EA.NS.AG25T99.F",17952,17006,5.3
"UIS.EA.NS.AG25T99.M",17952,17007,5.3
"UIS.EA.S1T8.AG25T99",17952,16993,5.3
"UIS.EA.S1T8.AG25T99.F",17952,17009,5.3
"UIS.EA.S1T8.AG25T99.GPIA",17952,17009,5.3
"UIS.EA.S1T8.AG25T99.M",17952,17009,5.3
"UIS.EA.NS.AG25T99",17952,16987,5.4
"UIS.SCHBSP.1.WELEC",17952,16986,5.4
"UIS.SCHBSP.3.WELEC",17952,16991,5.4
"UIS.TRTP.2T3.GPIA",17952,16960,5.5
"UIS.EA.1.AG25T99.F",17952,16941,5.6
"UIS.EA.1.AG25T99.M",17952,16942,5.6
"UIS.SCHBSP.2.WELEC",17952,16943,5.6
"UIS.EA.1.AG25T99",17952,16933,5.7
"UIS.EA.3T6.AG25T99.F",17952,16907,5.8
"UIS.EA.3T6.AG25T99.M",17952,16907,5.8
"UIS.EA.3T8.AG25T99.GPIA",17952,16904,5.8
"UIS.REPR.2.GPV.G4.F",17952,16909,5.8
"UIS.REPR.2.GPV.G4.M",17952,16912,5.8
"UIS.EA.3T6.AG25T99",17952,16899,5.9
"UIS.EA.3.AG25T99.F",17952,16869,6
"UIS.EA.3.AG25T99.M",17952,16869,6
"UIS.E.01.M",17952,16865,6.1
"UIS.EA.3.AG25T99",17952,16858,6.1
"UIS.TRTP.02.GPIA",17952,16861,6.1
"UIS.E.01.F",17952,16841,6.2
"UIS.E.7.F",17952,16832,6.2
"UIS.E.7.M",17952,16834,6.2
"UIS.XSPENDP.2.FDPUB.FNNONS",17952,16830,6.2
"UIS.XUNIT.PPPCONST.3.FSGOV",17952,16846,6.2
"UIS.E.6.F",17952,16814,6.3
"UIS.E.6.M",17952,16815,6.3
"UIS.E.7",17952,16820,6.3
"UIS.PTRHC.2T3.TRAINED",17952,16822,6.3
"UIS.TRTP.02.F",17952,16827,6.3
"UIS.XSPENDP.2.FDPUB.FNS",17952,16825,6.3
"UIS.E.6",17952,16795,6.4
"UIS.EA.2T6.AG25T99.F",17952,16799,6.4
"UIS.EA.2T6.AG25T99.M",17952,16799,6.4
"UIS.EA.6.AG25T99.F",17952,16803,6.4
"UIS.EA.6.AG25T99.M",17952,16800,6.4
"UIS.XSPENDP.3.FDPUB.FNNONS",17952,16795,6.4
"UIS.XUNIT.PPPCONST.2.FSGOV",17952,16809,6.4
"UIS.EA.2T6.AG25T99",17952,16782,6.5
"UIS.EA.2T8.AG25T99.GPIA",17952,16794,6.5
"UIS.EA.4T6.AG25T99",17952,16777,6.5
"UIS.EA.4T6.AG25T99.F",17952,16794,6.5
